PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,O2-5 bar (mol/kg)
23.92353,23.98748,2252.41,0.77386,1.97E-06,48.35164835,43.95604396,3.296703297,4.395604396,0,0,0,0.957246199
24.16596,24.39233,2066.17,0.75454,1.99E-06,61.97183099,32.3943662,2.816901408,0,0,2.816901408,0,0.93289562
22.52345,22.77184,2131.49,0.76096,1.68E-06,46.66666667,33.33333333,13.33333333,6.666666667,0,0,0,0.802507401
19.99294,20.11564,1836.47,0.70916,1.25E-06,47.05882353,29.41176471,11.76470588,11.76470588,0,0,0,0.590180943
25.56394,25.78697,2232.21,0.77364,1.71E-06,50,33.33333333,11.11111111,5.555555556,0,0,0,0.835943718
26.02507,26.28968,1649.41,0.72288,1.07E-06,53.33333333,33.33333333,3.333333333,10,0,0,0,0.522555739
27.26802,27.46906,1611.06,0.73376,1.13E-06,56,28,8,8,0,0,0,0.559148606
15.49643,15.73976,1919.6,0.68006,1.56E-06,59.25925926,34.56790123,6.172839506,0,0,0,0,0.760747306
17.06748,17.40258,2260.88,0.71802,1.70E-06,59.30232558,36.04651163,4.651162791,0,0,0,0,0.832688007
17.1273,17.47282,2267.39,0.7215,1.79E-06,58.82352941,35.29411765,5.882352941,0,0,0,0,0.863375209
10.12306,10.61541,1392.3,0.605,1.53E-06,35,30,20,10,0,0,5,0.704448488
9.70807,10.21691,1380.26,0.60134,1.72E-06,35,30,20,10,0,0,5,0.766577871
9.25989,9.75793,3450.5,0.75434,2.45E-06,50,31.25,12.5,6.25,0,0,0,1.194698742
9.00103,9.25449,673,0.45126,1.43E-06,56.4516129,38.70967742,4.838709677,0,0,0,0,0.648754202
26.77783,26.99303,2091.21,0.77668,1.94E-06,56.81818182,34.09090909,4.545454545,4.545454545,0,0,0,0.950370302
25.42451,25.69576,2265.25,0.78412,1.96E-06,54.16666667,37.5,4.166666667,4.166666667,0,0,0,0.969956233
28.27496,28.44212,2785.93,0.81014,1.73E-06,52,40,4,4,0,0,0,0.858186003
30.3537,30.63543,2693.97,0.82404,1.75E-06,53.19148936,34.04255319,4.255319149,8.510638298,0,0,0,0.869494399
30.17194,30.47431,3019.4,0.82326,1.76E-06,52,36,4,8,0,0,0,0.87243458
22.93412,23.02418,2118.32,0.74374,1.74E-06,58.33333333,37.03703704,3.703703704,0,0,0,0.925925926,0.825693449
21.10335,21.20275,2096.09,0.72806,1.74E-06,57,37,5,0,0,0,1,0.822348803
15.55503,15.9039,2356.22,0.71292,1.69E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.8130617
27.65412,27.86288,2623.76,0.79466,1.91E-06,58.82352941,35.29411765,5.882352941,0,0,0,0,0.93601707
14.63894,15.33211,2879.91,0.749,2.29E-06,50,40,6,4,0,0,0,1.109836801
11.40572,11.66293,2467.43,0.68318,2.97E-06,60.34482759,36.20689655,3.448275862,0,0,0,0,1.319566833
24.47044,24.62161,2124.23,0.76484,1.99E-06,56.4516129,32.25806452,6.451612903,0,0,0,4.838709677,0.94867543
14.03916,16.05126,8086.92,0.89088,4.00E-06,58.86524823,38.29787234,2.836879433,0,0,0,0,1.996077664
27.89626,34.39746,7763.25,0.90668,4.55E-06,57.63546798,38.42364532,3.9408867,0,0,0,0,2.215347468
16.48321,16.75539,1678.06,0.67998,1.44E-06,57.5,32.5,7.5,0,0,0,2.5,0.680669531
8.5356,8.91891,2464.87,0.65186,3.77E-06,57.5,32.5,7.5,0,0,0,2.5,1.584100666
4.2386,4.91739,323.773,0.42396,1.17E-05,57.37704918,36.06557377,4.918032787,0,0,0,1.639344262,1.841400928
29.69003,29.90756,2338.07,0.81408,1.99E-06,55.35714286,37.5,5.357142857,0,0,0,1.785714286,0.971794118
18.24159,18.49644,3009.86,0.782,2.70E-06,55.35714286,37.5,5.357142857,0,0,0,1.785714286,1.303664639
22.69681,23.67795,3245.59,0.81204,2.94E-06,59.13043478,34.7826087,6.086956522,0,0,0,0,1.385386336
22.23299,22.34714,2257.45,0.7539,1.86E-06,57.53424658,36.98630137,2.739726027,2.739726027,0,0,0,0.894311053
11.69019,12.14977,1687.53,0.62708,1.79E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.862082754
11.3117,11.78632,1776.31,0.63268,2.07E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.989181382
43.29571,43.44196,2102.14,0.81522,1.81E-06,53,39,3,5,0,0,0,0.873855722
20.36281,20.62879,1685.88,0.6913,1.55E-06,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.717356701
28.48038,28.57676,2047.9,0.78044,1.80E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.878299438
11.50055,11.87145,1460.1,0.641,1.20E-06,38.88888889,27.77777778,16.66666667,11.11111111,0,0,5.555555556,0.586662238
4.45148,5.22249,574.214,0.4556,4.58E-06,44.44444444,22.22222222,22.22222222,11.11111111,0,0,0,1.336453921
26.60208,26.66742,2070.1,0.76934,1.57E-06,54.41860465,31.62790698,5.581395349,8.372093023,0,0,0,0.762007505
27.05532,27.26766,2078.68,0.77642,1.64E-06,54.28571429,31.42857143,5.714285714,5.714285714,0,0,2.857142857,0.797416393
16.74434,21.51114,7254.36,0.90048,4.72E-06,59.375,36.25,3.75,0,0,0.625,0,2.217640231
13.03779,14.98704,6274.49,0.83804,4.30E-06,60.12658228,35.44303797,3.797468354,0,0,0.632911392,0,2.028505654
16.54636,16.80463,2292.86,0.69118,2.05E-06,57.5,37.5,4.166666667,0,0,0.833333333,0,0.951447705
35.85504,35.95505,2246.29,0.809,1.81E-06,53.57142857,39.28571429,7.142857143,0,0,0,0,0.88814588
27.42737,27.63614,2073.28,0.77628,2.27E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,1.098419269
27.39313,27.57236,1908.01,0.76516,1.74E-06,40.90909091,40.90909091,13.63636364,0,0,0,4.545454545,0.855166384
5.85301,9.51623,1616.05,0.61846,4.10E-06,58.44748858,34.24657534,7.305936073,0,0,0,0,1.346466423
12.82113,14.07298,3127.84,0.73004,9.18E-06,57.65765766,35.13513514,7.207207207,0,0,0,0,2.678302062
38.25122,38.37077,2316.11,0.82678,2.49E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,1.209082976
40.05397,40.18986,2902.83,0.85332,2.30E-06,56.47058824,38.82352941,4.705882353,0,0,0,0,1.141739602
40.49125,40.63627,2246.67,0.8389,2.32E-06,57.14285714,34.92063492,6.349206349,0,0,0,1.587301587,1.142247423
32.95003,33.11881,2089.23,0.81184,1.87E-06,58.33333333,27.08333333,8.333333333,2.083333333,0,0,4.166666667,0.919390174
32.40184,32.56585,2029.78,0.80846,1.91E-06,57.14285714,28.57142857,8.163265306,0,0,0,6.12244898,0.944269239
11.71726,11.98888,1236.12,0.54392,1.73E-06,46.66666667,26.66666667,6.666666667,20,0,0,0,0.756378984
20.04052,20.29809,1486.59,0.67766,1.30E-06,50,30,5,15,0,0,0,0.610902964
14.52619,19.29905,7019.14,0.88714,4.07E-06,60.97560976,36.58536585,2.43902439,0,0,0,0,1.962717586
25.34985,25.57033,2274.68,0.77226,2.19E-06,58.46153846,35.38461538,6.153846154,0,0,0,0,1.054291477
25.92552,26.11232,2239.07,0.7785,2.14E-06,57.14285714,33.33333333,9.523809524,0,0,0,0,1.02369408
25.51031,25.70711,2258.65,0.78142,2.11E-06,55.73770492,31.14754098,13.1147541,0,0,0,0,1.028962634
25.4905,25.94504,2551.39,0.76202,3.03E-06,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,1.419944441
15.05146,15.4246,1646.71,0.66746,1.79E-06,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.850519771
15.01736,15.36915,1562.22,0.65918,1.67E-06,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.798487135
18.37018,18.72336,2204.96,0.73388,1.67E-06,58.62068966,37.93103448,3.448275862,0,0,0,0,0.802051746
23.68767,24.06511,2789.22,0.75616,1.98E-06,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,0.94853388
9.2616,10.07568,5010.02,0.76166,5.08E-06,41.73913043,46.95652174,6.086956522,5.217391304,0,0,0,2.165248779
9.93799,10.66915,2051.84,0.65412,2.09E-06,58.82352941,38.23529412,2.941176471,0,0,0,0,0.990041506
16.60136,16.94778,940.865,0.58824,7.20E-07,45.83333333,37.5,8.333333333,4.166666667,0,0,4.166666667,0.348216406
10.53452,10.96455,662.29,0.44076,1.11E-06,42.10526316,36.84210526,10.52631579,5.263157895,0,0,5.263157895,0.521885145
10.05363,10.4747,686.169,0.49902,7.11E-07,46.66666667,26.66666667,13.33333333,6.666666667,0,0,6.666666667,0.348640893
18.78959,19.10488,1850.34,0.70242,1.86E-06,56.66666667,36.66666667,3.333333333,3.333333333,0,0,0,0.879296555
21.8622,22.11563,1896.35,0.72456,1.48E-06,53.46534653,34.65346535,5.940594059,5.940594059,0,0,0,0.705939297
17.35259,17.70659,2061.21,0.72102,2.04E-06,53.57142857,32.14285714,10.71428571,3.571428571,0,0,0,0.945874056
18.02492,18.38126,2262.02,0.72936,1.82E-06,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.857918677
16.19597,16.42758,1997.73,0.6996,1.79E-06,51.02040816,40.81632653,6.12244898,2.040816327,0,0,0,0.837163734
15.6356,15.70328,3110.47,0.76006,2.81E-06,58.7628866,37.11340206,4.12371134,0,0,0,0,1.361043388
17.06286,17.13055,2993.76,0.76318,2.90E-06,60.3960396,35.64356436,3.96039604,0,0,0,0,1.36348087
23.18421,23.50187,2876.2,0.76222,2.32E-06,43.18181818,47.72727273,4.545454545,4.545454545,0,0,0,1.108269726
8.36252,9.4754,1363.44,0.5964,1.00E-06,42.1686747,48.19277108,4.819277108,4.819277108,0,0,0,0.487629259
11.28233,11.40145,1502.45,0.61238,1.55E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.741363754
7.86428,8.63857,1088.61,0.52652,1.90E-06,60,30,10,0,0,0,0,0.850974634
8.80689,9.09782,1037.3,0.52,1.63E-06,60,30,10,0,0,0,0,0.748548006
26.85643,27.08883,2076.81,0.74558,1.77E-06,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.836855696
10.56277,11.11167,2641.34,0.73744,4.05E-06,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,1.728301728
10.58604,10.99,1258.56,0.57534,1.77E-06,55,35,5,5,0,0,0,0.839338289
6.9364,7.49061,2981.47,0.71296,4.16E-06,56.16438356,38.35616438,5.479452055,0,0,0,0,1.782782189
8.34107,9.85367,3119.05,0.73372,4.22E-06,54.63917526,37.11340206,8.24742268,0,0,0,0,1.643869964
16.38824,16.86857,2819.65,0.79188,2.18E-06,53.27102804,36.44859813,10.28037383,0,0,0,0,1.038044441
57.58626,58.80016,8182.39,0.9722,9.72E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,4.743399579
29.36979,34.83073,8625.53,0.94728,6.48E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,3.118865039
34.78989,61.79024,7928.75,0.96904,8.51E-06,58.06451613,36.29032258,5.64516129,0,0,0,0,4.195483148
9.13077,11.81009,4055.71,0.77248,4.09E-06,52.94117647,29.41176471,5.882352941,11.76470588,0,0,0,1.904611544
32.27992,32.46104,2184.63,0.80524,2.33E-06,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,1.111315972
33.17428,33.34795,2268.57,0.80972,1.78E-06,46.42857143,35.71428571,10.71428571,7.142857143,0,0,0,0.874766591
17.72866,18.66838,3654.75,0.80252,3.07E-06,53.93258427,40.4494382,2.247191011,3.370786517,0,0,0,1.421184368
19.03146,19.7827,3864.74,0.80582,3.30E-06,56.84210526,37.89473684,2.105263158,3.157894737,0,0,0,1.506901017
19.86472,20.47648,4030.38,0.81014,3.04E-06,54.54545455,40.4040404,2.02020202,3.03030303,0,0,0,1.423757616
22.77883,23.16767,3081.99,0.79838,2.60E-06,58.42696629,34.83146067,6.741573034,0,0,0,0,1.209538833
9.29724,10.99555,3913.65,0.735,5.92E-06,58.42696629,34.83146067,6.741573034,0,0,0,0,2.139525735
45.33846,45.47565,2644.67,0.8609,2.79E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,1.362251954
40.78327,40.84634,2393.79,0.84706,3.17E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,1.519677957
10.50986,10.80615,1361.7,0.61516,2.36E-06,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,1.021876505
10.19245,10.60356,1317.68,0.60844,2.47E-06,40.6779661,43.05084746,12.20338983,4.06779661,0,0,0,1.050567351
20.62617,21.12233,1954.79,0.70888,1.24E-06,36.66666667,52.66666667,8.666666667,2,0,0,0,0.605961824
37.54258,37.69443,2199.76,0.82912,2.16E-06,53.7037037,35.18518519,9.259259259,1.851851852,0,0,0,1.053578207
32.26922,32.57332,2492.7,0.81962,2.31E-06,46.25,41.25,6.25,3.75,0,2.5,0,1.114916711
10.5694,10.70721,1038.62,0.53938,9.57E-07,64,32,4,0,0,0,0,0.463669581
26.01336,26.78069,2800.08,0.76636,2.59E-06,59.25925926,37.03703704,3.703703704,0,0,0,0,1.243341947
19.62687,20.51404,2648.73,0.74618,2.54E-06,59.25925926,37.03703704,3.703703704,0,0,0,0,1.159309848
65.09992,65.36492,2554.65,0.8876,2.64E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,1.266869864
63.83183,63.92987,2535.71,0.89006,2.67E-06,56.52173913,36.95652174,4.347826087,2.173913043,0,0,0,1.28376016
69.08951,69.17604,2690.91,0.89544,2.86E-06,59.52380952,35.71428571,4.761904762,0,0,0,0,1.374638396
88.77878,88.87488,2752.88,0.91698,3.32E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,1.6002299
86.85432,86.92666,2745.83,0.91822,3.32E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,1.608245689
65.28462,65.52875,2575.22,0.88734,2.68E-06,58.69565217,36.95652174,2.173913043,2.173913043,0,0,0,1.292288129
92.9226,92.98737,2894.37,0.9227,3.54E-06,61.11111111,35.18518519,3.703703704,0,0,0,0,1.732729984
69.64576,70.01071,2556.11,0.89374,2.82E-06,55.55555556,38.88888889,3.703703704,1.851851852,0,0,0,1.354220189
88.84774,88.91705,2764.15,0.91884,3.36E-06,58.62068966,36.20689655,3.448275862,1.724137931,0,0,0,1.622385505
89.0841,89.16157,2772.75,0.91656,3.36E-06,60.34482759,36.20689655,1.724137931,1.724137931,0,0,0,1.628338186
13.76993,16.22692,5628.11,0.82278,3.77E-06,56.14035088,36.84210526,7.01754386,0,0,0,0,1.813437573
15.30643,17.54754,6724.69,0.8655,3.98E-06,57.14285714,37.66233766,5.194805195,0,0,0,0,1.944005951
17.70921,19.75783,7495.49,0.88876,4.18E-06,58.7628866,37.11340206,4.12371134,0,0,0,0,2.050697644
16.3146,23.24811,6383.32,0.87826,3.82E-06,58.49056604,35.8490566,5.660377358,0,0,0,0,1.87047093
18.36098,21.19521,6095.51,0.87536,3.71E-06,55.46218487,39.49579832,5.042016807,0,0,0,0,1.835451643
9.93538,10.46256,1663.13,0.60742,1.86E-06,59.45945946,37.83783784,2.702702703,0,0,0,0,0.868783074
5.33568,5.99299,1022.1,0.48364,3.09E-06,57.53424658,36.98630137,5.479452055,0,0,0,0,1.218943334
4.1344,4.76049,343.039,0.52666,3.09E-06,57.69230769,34.61538462,7.692307692,0,0,0,0,1.218602185
12.08621,12.31612,1710.97,0.63682,1.82E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.883717786
12.21968,12.33694,1713.96,0.6399,1.80E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.873126378
4.66098,6.4159,2471.53,0.63712,6.28E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,2.599994989
19.99471,20.25905,1625.92,0.68654,1.70E-06,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,0.766692083
21.51388,21.90868,2464.98,0.71986,2.80E-06,50,40,6,4,0,0,0,1.280635366
13.1102,13.53308,2037.76,0.67036,1.78E-06,54.54545455,38.18181818,3.636363636,3.636363636,0,0,0,0.821087375
21.04849,21.23902,2690.53,0.76982,1.88E-06,49.25373134,40.29850746,5.970149254,4.47761194,0,0,0,0.882009861
29.50029,29.68969,2195.73,0.78546,2.28E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,1.106320604
27.72213,28.10356,2928.73,0.7738,1.88E-06,54.76190476,38.0952381,7.142857143,0,0,0,0,0.930410025
29.1248,29.33919,2277.74,0.7996,1.86E-06,55,35,10,0,0,0,0,0.916301331
12.86044,13.69014,4261.11,0.787,3.83E-06,56.75675676,37.83783784,5.405405405,0,0,0,0,1.738831141
5.81507,6.35429,3826.64,0.67928,4.90E-06,54.54545455,38.18181818,7.272727273,0,0,0,0,2.218531377
28.77403,28.98866,2297.63,0.79054,1.90E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.92173412
29.77135,29.99506,2545.01,0.80676,1.54E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.765948718
15.53693,15.93193,1994.14,0.69574,1.84E-06,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,0.841511508
31.94155,32.17692,2585.62,0.82276,1.59E-06,57.14285714,28.57142857,4.761904762,0,0,9.523809524,0,0.790602728
30.53863,30.76527,2314.24,0.81408,1.39E-06,55,25,10,0,0,10,0,0.696908841
15.92886,16.3218,1877.78,0.70938,1.65E-06,59.57446809,27.65957447,4.255319149,0,0,8.510638298,0,0.775768734
37.783,37.89252,2471.82,0.82736,2.17E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,1.0743061
32.85536,33.31782,3649.66,0.83178,3.01E-06,55.76923077,38.46153846,5.769230769,0,0,0,0,1.451601617
37.17707,37.36782,2678.56,0.842,2.02E-06,56,36,8,0,0,0,0,0.999392116
8.4033,8.62351,1990.02,0.63082,2.23E-06,53.42465753,38.35616438,8.219178082,0,0,0,0,1.050314447
10.3404,10.57561,1488.72,0.58478,2.33E-06,59.03614458,36.14457831,4.819277108,0,0,0,0,1.051468937
15.52839,15.91671,2198.79,0.70984,1.82E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,0.874850627
25.18389,25.43249,2668.58,0.7789,1.60E-06,56.25,37.5,6.25,0,0,0,0,0.778787263
10.8741,11.69022,2498.6,0.69224,1.47E-06,55.10204082,36.73469388,8.163265306,0,0,0,0,0.718208501
9.85905,10.36256,1875.21,0.63124,1.64E-06,50,33.33333333,16.66666667,0,0,0,0,0.792223016
12.85825,13.32285,2510.09,0.7119,2.08E-06,56.19047619,36.19047619,7.619047619,0,0,0,0,0.9806498
18.27934,18.58148,1954.19,0.71522,1.49E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.720669779
17.06829,17.21984,1823.1,0.68836,2.50E-06,58.44748858,35.15981735,6.392694064,0,0,0,0,1.130439415
36.48456,36.62827,2418.56,0.82338,1.88E-06,56,36,8,0,0,0,0,0.927107155
16.3545,16.78595,2234.7,0.71856,1.70E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.821670672
22.80756,23.05578,2194.5,0.75926,1.56E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.749908625
17.52783,17.95706,2201.5,0.72652,2.05E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.978763403
16.23343,16.34591,1962.57,0.66036,1.85E-06,59.33014354,36.84210526,3.827751196,0,0,0,0,0.859159122
15.30081,15.88117,2312.73,0.7194,2.09E-06,54.92957746,38.02816901,7.042253521,0,0,0,0,1.024082505
11.95199,12.39965,1641.76,0.63228,1.34E-06,55,35,5,5,0,0,0,0.652591007
14.55538,14.96674,1821.78,0.64492,1.28E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.612469256
11.04699,11.51339,1474.37,0.61704,1.57E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.759847346
16.38902,16.70831,1754.44,0.67796,1.54E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.741335649
23.80875,24.04419,1955,0.74564,1.71E-06,52.94117647,35.29411765,5.882352941,5.882352941,0,0,0,0.811520733
9.30235,9.70987,1067.16,0.54254,2.52E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,1.131957587
13.98106,14.42788,1778.65,0.64238,1.39E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.666005497
12.82785,12.97573,2617.06,0.71072,2.42E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,1.163486547
15.09757,15.13734,2001.7,0.66524,1.88E-06,55,35,10,0,0,0,0,0.880553787
12.96272,13.11094,2630.41,0.71894,2.28E-06,51.2195122,36.58536585,12.19512195,0,0,0,0,1.097779279
4.63611,5.26637,241.192,0.39026,2.88E-06,53.65853659,36.58536585,9.756097561,0,0,0,0,0.758181032
12.5052,12.90815,3838.21,0.75032,5.17E-06,53.84615385,33.33333333,12.82051282,0,0,0,0,2.151753141
8.45095,8.99807,577.95,0.4588,1.02E-06,58.69565217,34.7826087,6.52173913,0,0,0,0,0.476541777
10.09825,10.71078,2186.33,0.6733,2.39E-06,53.33333333,37.77777778,4.444444444,4.444444444,0,0,0,1.094844351
11.67289,11.91309,1418.1,0.60066,1.43E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.69614185
27.35824,27.67435,2365.34,0.75386,3.25E-06,53.84615385,35.8974359,5.128205128,5.128205128,0,0,0,1.503209977
18.34351,18.48584,2484.4,0.76076,2.72E-06,57.14285714,34.69387755,4.081632653,4.081632653,0,0,0,1.311148948
20.91812,21.1741,1606.51,0.6507,1.62E-06,54.05405405,35.13513514,5.405405405,5.405405405,0,0,0,0.769678663
20.22806,20.35736,2196.81,0.7403,2.06E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.976875306
20.27166,20.57048,3381.47,0.81798,4.26E-06,59.57446809,31.91489362,4.255319149,4.255319149,0,0,0,1.92095566
10.81386,11.16847,2207.02,0.666,1.94E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,0.916906886
11.16511,11.60275,1553.08,0.6097,1.53E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.744027623
25.61195,25.94027,2604.47,0.76608,2.87E-06,56.75675676,37.83783784,5.405405405,0,0,0,0,1.370345062
21.72425,21.99674,1843.01,0.6698,1.67E-06,57.14285714,37.14285714,5.714285714,0,0,0,0,0.795418066
20.07457,20.2394,2394.52,0.74948,1.97E-06,59.64912281,36.84210526,3.50877193,0,0,0,0,0.947112747
20.16872,20.54683,3700.16,0.82606,7.96E-06,59.57446809,36.17021277,4.255319149,0,0,0,0,2.660670203
20.40989,20.68851,2050.71,0.73378,2.37E-06,57.14285714,28.57142857,7.142857143,7.142857143,0,0,0,1.096347317
16.27366,22.3647,6937.56,0.86956,4.80E-06,59.63302752,36.69724771,3.669724771,0,0,0,0,2.211987156
20.90022,25.40356,6658.58,0.88148,4.99E-06,59.68992248,37.20930233,3.100775194,0,0,0,0,2.232605595
13.56517,13.92338,2199.39,0.7154,2.29E-06,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,1.054109478
6.30676,7.94913,2419.34,0.6424,4.68E-06,56.12244898,32.65306122,6.12244898,1.020408163,0,0,4.081632653,1.781640444
36.72203,36.88683,2219.96,0.76406,2.20E-06,61.01694915,35.59322034,3.389830508,0,0,0,0,1.009201763
27.79588,27.99377,1898.65,0.76934,1.63E-06,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.80744946
27.48123,27.73623,2395.36,0.78436,1.91E-06,52,40,4,4,0,0,0,0.928700719
25.72563,26.05467,1987.42,0.71832,2.49E-06,56.81818182,27.27272727,6.818181818,9.090909091,0,0,0,1.14798416
12.82315,13.24089,1941.69,0.64042,1.65E-06,57.62711864,35.59322034,3.389830508,3.389830508,0,0,0,0.759795096
14.28146,14.41124,1729.58,0.65622,1.81E-06,64.1509434,28.30188679,3.773584906,3.773584906,0,0,0,0.854453196
26.60232,26.75592,1735.35,0.73154,1.74E-06,60,32,4,4,0,0,0,0.845712541
28.45165,28.64163,2285.3,0.78684,1.68E-06,52.17391304,39.13043478,8.695652174,0,0,0,0,0.830620358
26.46596,26.60218,2283.9,0.76906,1.56E-06,50,37.5,8.333333333,4.166666667,0,0,0,0.767528424
28.496,28.72074,2365.76,0.78766,2.09E-06,54.16666667,41.66666667,4.166666667,0,0,0,0,1.023600906
11.27749,11.88139,2293.88,0.70412,2.12E-06,52,40,4,4,0,0,0,1.004174208
11.7173,12.12669,1786.5,0.61896,2.25E-06,58.33333333,38.88888889,2.777777778,0,0,0,0,1.000556382
9.5463,10.04018,1383.64,0.57192,1.65E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.762364442
10.64072,10.81544,505.44,0.51012,8.04E-07,54.16666667,25,4.166666667,16.66666667,0,0,0,0.372686756
5.32018,5.76816,95.8233,0.41744,3.05E-07,53.57142857,28.57142857,3.571428571,14.28571429,0,0,0,0.143841175
23.13422,23.19929,1901.13,0.75708,1.93E-06,43.75,31.25,12.5,6.25,0,0,6.25,0.907691282
31.68303,31.88818,2119.64,0.80926,2.14E-06,47.61904762,33.33333333,9.523809524,4.761904762,0,0,4.761904762,1.047629722
7.35721,13.96326,7250.56,0.8292,3.79E-06,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,1.804657205
6.19033,13.14969,6401.63,0.80724,3.79E-06,58.62068966,35.86206897,2.75862069,2.75862069,0,0,0,1.794410315
13.7004,13.87013,1947.19,0.66186,1.70E-06,59.83263598,36.82008368,3.347280335,0,0,0,0,0.802486532
16.7608,17.06886,1615.93,0.68248,1.53E-06,54.16666667,29.16666667,12.5,0,0,0,4.166666667,0.727582203
16.08173,16.39922,1696.84,0.67416,1.79E-06,56,32,8,0,0,0,4,0.843543863
13.35914,13.87825,1861.59,0.67646,1.75E-06,53.73134328,31.34328358,10.44776119,0,0,0,4.47761194,0.838796609
18.16138,18.57656,1372.98,0.65332,1.14E-06,55.38461538,29.23076923,6.153846154,9.230769231,0,0,0,0.551181478
8.73344,8.99338,2803.56,0.68478,2.04E-06,36.06557377,49.18032787,8.196721311,6.557377049,0,0,0,0.948681944
16.09055,16.41102,2153.92,0.6983,1.60E-06,61.9047619,28.57142857,4.761904762,0,0,4.761904762,0,0.772016381
13.32141,13.58094,2191.65,0.66656,1.86E-06,56,36,4,4,0,0,0,0.877601161
15.89514,16.21864,2320.29,0.7077,1.70E-06,61.9047619,33.33333333,4.761904762,0,0,0,0,0.833212266
27.14113,34.56119,7623.71,0.90746,4.56E-06,57.63546798,38.42364532,3.9408867,0,0,0,0,2.224170698
10.50966,10.88225,1206.27,0.56424,6.02E-06,49.25373134,44.7761194,4.47761194,0,1.492537313,0,0,2.467069819
10.09373,10.41161,1014.58,0.53916,7.14E-06,47.14285714,42.85714286,4.285714286,4.285714286,1.428571429,0,0,2.648477285
37.95505,38.11392,2435.95,0.82336,1.96E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,0.984168163
9.61963,10.0463,1622.08,0.61524,1.39E-06,41.97530864,46.91358025,6.172839506,4.938271605,0,0,0,0.637799356
21.06316,21.25379,1871.26,0.70646,1.55E-06,50,45.45454545,4.545454545,0,0,0,0,0.732464674
6.90821,7.50828,2898.64,0.68318,7.83E-06,50,45.45454545,4.545454545,0,0,0,0,3.040308399
13.77472,13.96664,1510.08,0.61048,1.37E-06,47.05882353,47.05882353,5.882352941,0,0,0,0,0.6595022
21.43706,21.62341,1706.24,0.68186,1.38E-06,48,48,4,0,0,0,0,0.655479487
6.90329,7.61107,3829.04,0.66886,9.58E-06,48,48,4,0,0,0,0,3.386357945
